voting_site_id,1_1_1_128_248,1_1_1_129_249,1_1_1_130_250,1_1_1_131_251,1_1_1_132_252,1_1_1_133_253,1_1_1_134_254,1_1_1_135_255,1_1_1_136_256,1_1_1_137_257,1_1_1_138_258,1_1_1_139_259,1_1_1_140_260,1_1_1_141_261,1_1_1_142_262,1_1_1_143_263,1_1_1_144_264,1_1_1_145_265,1_1_1_146_266,1_1_1_147_267,1_1_1_148_268,1_1_1_149_269,1_1_1_150_270,1_1_1_151_271,1_1_1_152_272,1_1_1_153_273,1_1_1_999_999
1002151,0,1,0,1,0,5,2,138,11,51,0,0,0,0,0,1517,0,0,0,1,1,1,0,1,0,0,1
1002152,0,0,0,0,0,0,1,34,10,10,0,0,0,0,0,429,0,0,1,0,0,0,0,0,0,0,1
1002153,0,3,0,0,0,0,4,79,11,26,0,0,0,0,0,615,0,1,0,0,1,0,0,0,0,0,1
1002154,0,1,0,1,0,0,0,47,12,10,0,0,0,0,0,770,0,0,0,0,0,0,0,0,1,0,4
1002155,0,0,1,1,0,0,0,16,3,7,0,0,0,0,0,425,0,0,0,0,0,0,0,0,0,0,2
1002156,0,1,0,0,0,0,1,17,9,4,0,0,0,0,0,386,0,1,0,0,0,0,1,0,0,0,1
1002157,1,0,0,0,0,1,1,24,7,6,0,0,0,1,0,590,0,0,1,0,0,0,0,0,0,0,1
1002158,2,1,0,0,0,0,0,52,8,24,0,1,0,1,2,831,0,10,1,1,0,1,0,0,0,0,1
1002159,0,1,0,0,0,0,0,41,6,7,0,2,0,0,0,554,0,0,0,1,1,0,0,0,0,0,0
1002160,0,2,0,1,1,1,4,74,12,29,0,2,0,0,0,943,0,0,0,0,1,0,0,0,0,0,1
1002161,0,1,0,0,0,1,3,198,45,82,0,0,0,1,0,1015,0,0,0,0,0,1,0,0,0,0,9
1002162,2,1,0,0,0,0,1,36,9,21,0,0,0,0,0,405,0,0,0,0,0,0,1,0,1,0,1
1002163,0,1,0,0,0,0,2,70,11,52,0,0,0,0,1,968,0,0,0,0,0,0,1,0,0,0,5
1002164,0,0,0,0,0,1,1,34,7,29,0,1,0,0,0,773,0,0,0,0,0,0,0,0,0,0,0
1002165,0,2,0,0,0,2,1,39,9,13,0,1,0,0,0,754,0,0,0,0,0,1,1,0,0,0,1
1002166,0,2,0,0,0,0,0,28,9,9,0,0,0,0,0,452,0,2,0,0,0,0,0,0,0,0,0
1002167,0,1,1,0,0,1,1,61,11,64,0,0,0,0,0,1191,0,0,0,1,1,0,0,0,0,0,2
1002168,0,1,0,0,0,0,1,25,4,12,0,0,0,0,0,397,0,0,0,0,0,0,0,0,0,0,1
1002169,0,0,0,0,1,0,1,34,1,12,0,0,0,0,0,546,1,0,1,0,1,0,0,1,0,1,1
1002170,1,2,1,2,0,0,0,43,3,23,1,1,0,1,0,674,0,2,1,0,1,0,6,1,1,0,1
1002171,0,1,0,0,0,3,2,49,6,25,0,1,0,0,2,638,0,0,0,0,1,0,0,0,0,0,0
1002172,0,0,0,1,1,1,4,110,23,38,0,2,0,0,0,1179,0,1,0,0,1,2,0,0,0,1,2
1002173,0,0,0,0,0,3,0,22,5,9,0,0,0,0,0,433,1,0,0,0,0,0,0,0,0,0,1
1002174,1,0,0,0,0,0,2,59,17,23,0,6,0,0,0,944,0,0,1,0,1,1,0,1,1,0,0
1002175,2,1,0,0,0,0,0,75,8,35,0,1,0,0,1,1167,0,0,1,0,0,0,0,1,0,0,3
1002176,0,1,0,1,0,6,6,86,35,41,0,0,0,0,0,1721,0,1,1,0,0,0,2,0,1,1,0
1002177,0,1,0,0,0,0,3,60,9,11,0,3,0,1,0,734,0,0,0,0,0,0,0,0,0,0,2
1002178,0,2,0,0,0,0,3,166,20,36,0,3,1,0,0,1684,1,3,1,0,1,1,0,0,0,0,7
1002179,0,2,0,0,0,0,0,30,8,11,0,0,0,0,0,622,0,0,1,0,0,0,0,0,0,0,4
1002180,0,3,0,0,1,0,1,47,9,14,0,1,0,0,0,967,0,0,0,0,1,0,0,0,0,0,3
1002181,0,0,0,0,0,0,1,37,0,8,0,1,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0
1002182,0,0,0,0,0,1,1,36,2,23,0,0,0,0,0,501,0,0,0,0,0,0,0,0,1,0,2
1002183,1,1,0,2,0,2,1,32,6,22,0,0,0,0,0,452,0,0,0,0,0,1,0,0,0,0,0
1002184,0,0,0,2,0,2,2,44,23,26,0,0,0,0,0,852,1,0,0,0,2,0,0,0,0,0,0
1002185,0,2,0,0,0,2,0,52,3,30,0,0,0,0,1,883,0,0,0,0,0,0,0,0,0,0,1
1002186,0,0,0,1,0,1,0,36,0,14,0,1,0,0,1,464,1,0,0,0,0,0,0,0,0,0,0
1002187,0,0,0,0,0,1,1,32,3,7,0,1,0,0,0,275,0,0,0,0,0,1,0,0,0,0,1
1002188,0,1,0,0,0,2,4,36,10,43,0,0,0,0,1,1118,0,0,0,1,1,0,0,0,0,0,1
1002189,0,0,0,0,0,1,0,86,12,35,0,1,0,0,0,602,0,2,0,0,0,1,0,0,2,0,5
1002190,0,0,0,1,0,2,1,50,5,36,0,1,0,0,1,666,0,1,0,0,0,1,0,0,0,0,0
1002191,0,1,0,0,0,1,1,81,2,16,0,1,0,0,0,623,0,2,0,0,0,0,0,0,0,0,4
1002192,0,0,1,1,0,0,0,52,3,10,0,1,0,0,0,559,5,0,0,0,0,0,0,0,0,0,10
1002193,0,0,0,0,0,0,4,36,7,13,0,0,0,0,0,580,0,0,0,0,0,0,0,1,0,0,0
1002194,0,0,0,1,0,0,0,25,6,5,0,0,0,0,0,542,0,0,0,0,2,0,0,0,0,0,0
1002195,1,2,0,0,0,4,3,128,22,46,0,3,1,0,1,1556,0,2,2,1,1,0,0,0,0,0,0
1002196,0,0,0,1,0,2,2,26,10,84,0,0,0,0,0,767,0,3,0,0,0,0,0,0,0,0,8
1003001,0,6,0,1,0,1,5,146,8,128,0,2,0,0,0,1612,1,0,1,1,0,1,0,0,0,0,3
1003002,0,1,0,0,0,1,0,35,7,368,0,0,0,0,0,944,0,0,0,0,0,1,0,0,0,0,2
1003003,0,1,0,1,0,5,3,68,10,464,0,1,0,0,0,1168,1,1,0,0,2,2,0,0,1,0,24
1003004,0,0,0,0,0,2,2,39,3,493,0,0,1,0,0,1289,0,0,0,0,0,0,0,0,0,0,1
1003005,0,0,0,0,0,5,10,274,7,52,0,4,0,6,0,1107,0,0,1,0,0,0,0,0,0,0,13
1003006,0,1,0,1,0,8,7,305,13,33,0,5,0,1,0,1171,1,4,1,1,0,0,0,0,1,0,12
1003007,0,1,0,0,0,0,1,47,9,766,0,1,0,0,0,1537,0,0,0,0,0,0,0,0,0,0,0
1003008,0,1,0,0,0,4,1,130,7,20,0,0,0,1,0,851,0,1,0,0,1,0,0,0,0,0,2
1003009,1,0,0,0,0,0,10,82,19,48,2,1,0,0,0,889,1,0,0,0,2,3,0,0,0,0,0
1003010,3,0,0,2,1,4,2,168,23,69,0,1,2,1,0,743,0,2,0,1,2,4,4,2,0,0,1
1003011,0,1,0,0,0,2,2,83,7,82,0,2,0,0,0,1064,0,0,0,0,0,0,0,0,0,0,3
1003012,1,2,0,1,1,0,1,78,1,72,0,2,1,2,0,837,1,0,0,0,0,0,3,1,0,0,2
1003013,0,0,0,0,0,1,1,7,3,43,0,1,0,0,0,381,0,0,0,0,0,0,0,0,0,0,2
1003014,0,0,0,0,0,0,0,31,2,30,0,0,0,0,0,679,0,0,1,0,0,1,0,0,0,0,0
1003015,0,1,0,1,1,11,0,37,2,416,0,1,1,3,0,1055,1,0,0,1,0,0,1,0,0,0,1
1003016,0,3,2,2,1,5,0,49,7,92,0,2,0,3,1,1010,0,0,0,0,0,0,1,1,1,0,1
1003017,0,0,0,1,1,1,3,119,7,72,0,0,0,0,0,1229,0,0,0,0,7,1,0,1,0,0,3
1003018,0,1,0,0,0,5,0,66,10,48,0,1,0,0,0,830,0,0,0,0,0,0,0,0,6,0,1
1003019,1,3,0,0,0,1,9,112,8,45,0,0,0,0,1,1156,1,0,0,2,0,0,1,0,0,0,0
1003020,0,1,0,1,0,61,8,259,12,104,1,5,0,1,0,1871,3,1,3,1,2,2,0,0,1,0,2
1003021,0,2,0,1,1,4,0,30,2,25,0,1,0,0,0,448,0,0,0,0,1,0,0,0,0,0,1
1003022,1,1,0,1,0,10,2,35,5,449,0,0,0,0,0,1103,0,1,2,1,0,1,0,0,0,0,0
1003023,0,12,0,0,1,8,3,73,2,103,1,0,0,0,0,1060,0,0,0,0,0,0,0,0,0,0,0
1003024,0,173,0,0,0,0,2,224,9,49,0,2,0,0,0,1081,0,0,0,0,0,0,1,0,1,0,0
1003025,0,0,0,1,0,0,4,140,3,23,0,2,0,1,0,736,0,2,0,0,0,0,0,0,0,0,3
1003026,0,0,0,0,0,0,7,218,7,30,1,7,0,0,1,1564,0,1,0,1,0,0,0,0,0,0,1
1003027,0,0,0,0,0,1,1,43,4,31,0,0,1,0,0,1471,0,0,0,0,0,0,0,0,0,0,83
1003028,1,2,3,1,0,8,9,92,6,27,0,3,0,0,0,716,0,1,0,0,0,0,0,0,0,0,3
1003029,1,2,1,0,0,6,5,164,19,37,0,4,0,0,0,1386,0,0,0,0,0,0,0,0,0,0,4
1003030,0,0,0,0,0,2,1,42,9,61,0,0,0,0,0,750,0,0,0,0,2,0,0,0,1,0,3
1003031,0,4,0,0,0,0,3,182,16,19,0,1,0,0,0,905,0,1,0,0,0,0,0,0,0,0,5
1003032,0,2,0,2,0,6,9,268,8,119,0,3,0,0,1,1995,0,0,0,0,1,0,0,0,0,0,3
1003033,0,5,1,0,1,2,1,52,6,74,0,0,0,0,1,610,0,0,0,0,1,1,0,0,0,0,2
1003034,1,1,1,4,1,2,8,146,9,100,2,2,3,1,1,948,0,1,0,3,0,1,3,2,0,0,1
1003035,1,5,0,1,1,4,7,229,3,80,0,3,0,1,0,1075,1,1,0,0,0,0,0,0,0,0,2
1003036,0,1,0,1,1,2,3,146,3,15,2,2,1,0,0,948,0,0,0,0,0,1,2,0,0,0,1
1003037,0,1,0,0,0,6,4,93,5,61,0,0,0,0,0,899,0,1,0,2,0,0,0,0,0,0,0
1003038,0,2,1,0,1,3,7,216,26,64,0,0,0,1,0,1327,0,0,0,0,0,0,0,0,1,0,2
1003039,0,4,0,0,1,2,22,285,3,27,1,2,1,0,0,1054,0,1,0,0,0,0,0,0,0,0,3
1003040,0,0,0,1,0,1,0,36,3,234,0,1,0,0,0,628,1,0,0,0,1,0,0,0,0,0,0
1003041,0,1,0,0,0,0,0,183,6,15,0,4,0,2,1,1136,0,1,0,0,0,0,0,0,0,0,1
1003042,0,0,0,1,0,2,1,60,4,47,0,1,0,0,0,729,0,0,0,0,0,1,0,0,0,0,0
1003043,1,0,0,0,0,2,3,59,2,35,0,0,0,0,0,742,0,0,0,0,0,0,0,0,0,0,0
1003044,0,3,0,0,0,6,7,112,13,103,0,3,0,0,0,977,1,0,0,0,0,2,0,0,0,0,1
1003045,1,0,0,0,0,1,3,43,7,116,0,3,0,0,0,602,0,0,1,0,0,0,0,0,0,0,1
1003046,1,8,0,2,0,0,7,138,7,39,0,2,1,0,0,872,0,1,0,0,1,0,0,0,0,0,3
1003047,1,1,1,1,0,1,3,57,3,23,1,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0,1
1003048,0,0,0,0,0,1,6,80,9,11,0,4,0,0,0,1019,0,0,1,0,0,0,0,1,0,0,6
1003049,0,0,0,2,0,3,1,22,7,321,0,1,0,0,0,518,0,0,0,1,0,1,0,0,0,0,2
1003050,0,0,0,0,0,0,0,84,3,71,0,2,0,0,0,916,0,0,0,0,0,1,0,0,0,1,0
1003051,1,2,1,0,0,2,9,252,1,29,1,6,0,0,1,1122,0,1,0,0,0,0,0,1,0,0,0
1003052,0,3,0,0,0,1,0,17,1,22,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0
1003053,1,2,0,1,1,12,4,139,4,44,0,0,0,0,0,1189,0,0,0,1,0,1,0,0,0,0,1
1003054,0,2,0,0,0,1,0,125,0,86,0,0,0,0,0,1214,0,0,1,1,0,0,0,0,0,0,2
1003055,0,16,0,1,0,0,4,35,9,100,0,0,0,0,0,810,1,0,0,0,0,0,1,1,0,0,1
1003056,0,4,1,0,0,5,11,271,3,55,1,7,1,0,0,1669,1,8,0,0,1,1,0,0,0,0,2
1003057,1,12,0,0,2,4,1,80,12,56,0,0,0,3,1,620,0,0,0,0,8,2,0,1,1,0,1
1003058,0,9,1,0,1,14,9,257,13,60,0,4,0,0,0,1973,0,2,0,0,0,0,0,0,2,0,3
1003059,0,1,0,0,0,6,0,38,16,55,0,0,0,1,0,842,0,1,0,0,0,0,0,0,0,0,1
1003060,0,0,0,1,0,18,2,112,12,109,0,2,0,0,0,1952,0,0,0,0,1,0,0,0,0,0,2
1003061,0,2,0,0,1,0,1,111,11,878,0,1,0,1,0,1736,0,1,1,0,1,0,0,0,0,0,3
1003062,0,1,0,3,0,0,2,50,1,62,0,1,1,0,0,1190,0,0,0,0,0,1,1,0,0,0,9
1003063,0,1,0,0,0,1,1,78,10,152,0,2,0,0,0,1514,0,0,1,0,0,0,0,0,0,0,1
1003064,1,0,0,0,0,13,1,90,10,219,0,1,0,0,0,1761,2,0,0,1,1,0,0,0,0,0,1
1003065,0,0,0,0,0,0,4,188,9,35,0,0,0,0,0,1658,0,0,0,0,0,0,0,0,0,0,0
1003066,1,1,1,0,2,10,5,142,12,122,0,1,0,0,0,1882,0,2,1,0,0,0,0,0,0,0,15
1003067,1,1,0,2,0,8,5,152,11,122,0,1,1,1,0,1429,1,1,0,1,3,1,0,0,1,0,3
1003068,2,3,0,4,1,11,2,130,19,87,1,3,0,0,0,1706,1,0,0,0,0,0,0,1,1,0,3
1003069,0,0,0,0,0,1,0,52,0,46,0,0,0,0,0,885,0,0,0,0,0,0,0,0,0,0,0
1003070,0,0,0,0,0,2,4,76,3,15,0,0,0,0,0,675,0,0,0,0,0,0,0,0,0,0,3
1003071,0,1,0,0,0,1,1,62,3,536,1,2,0,1,0,1160,0,0,0,0,0,1,0,0,0,0,1
1003072,1,6,0,1,0,5,2,114,9,112,0,2,0,1,0,1619,0,0,1,0,0,0,0,0,0,0,2
1003073,2,0,0,0,0,4,10,260,11,55,0,3,0,0,1,1141,0,2,0,1,0,1,1,0,1,0,1
1003074,1,0,0,0,0,1,0,24,0,126,0,0,0,1,0,659,0,0,0,0,1,0,0,0,0,0,2
1003075,0,1,0,0,0,0,3,67,0,169,0,0,0,0,0,1017,0,1,0,0,1,2,0,0,0,0,0
1003076,0,1,0,0,1,10,1,46,6,290,0,0,0,0,0,718,0,0,0,0,1,2,0,0,0,2,0
1003077,17,7,1,6,1,6,4,185,10,55,1,8,0,1,0,1523,0,1,0,0,1,0,1,2,2,1,4
1003078,0,0,0,0,0,4,6,201,11,75,0,1,0,0,0,1215,4,3,0,0,0,1,15,0,0,0,3
1003079,0,2,0,2,0,3,10,256,51,58,0,3,1,0,1,1409,0,3,0,1,2,0,0,0,0,0,5
1003080,0,0,1,0,0,4,3,83,16,49,0,0,0,0,0,929,0,0,0,0,0,1,0,1,0,0,1
1003081,0,2,0,1,1,3,14,205,16,88,0,2,0,0,0,1813,1,0,1,0,1,1,0,0,1,0,4
1003082,0,1,0,0,0,1,1,85,8,69,0,3,0,0,0,821,0,0,0,0,0,0,0,1,2,0,1
1003083,1,1,2,2,0,7,16,231,24,92,0,4,0,2,0,1756,7,3,1,0,1,1,0,0,0,0,4
1003084,1,1,0,2,1,4,7,184,22,189,1,2,1,3,0,1759,2,0,0,0,1,1,0,0,2,2,6
1003085,0,0,0,1,1,0,0,104,4,14,0,0,0,0,0,552,0,1,0,1,0,0,0,0,0,0,0
1003086,0,4,0,0,0,1,6,161,5,44,0,2,0,0,0,859,0,2,1,0,0,0,0,0,0,0,3
1003087,0,4,0,3,0,4,14,299,13,105,1,1,0,0,2,2009,1,0,1,0,0,1,0,0,1,0,1
1003089,0,0,0,0,0,0,1,14,2,155,0,0,0,0,0,525,0,0,0,0,0,1,0,0,0,0,0
1003090,0,7,0,0,0,1,4,207,5,108,1,0,0,1,0,2168,0,3,0,0,0,0,0,1,1,0,2
1003091,0,1,0,1,0,2,5,85,7,79,0,1,0,0,0,961,0,0,0,1,0,0,0,0,0,0,0
1003092,0,1,0,0,1,0,0,15,1,23,0,0,0,0,0,264,0,0,0,0,0,1,0,0,0,0,1
1003093,0,1,0,0,0,1,2,19,1,189,0,0,0,0,0,615,0,0,0,0,0,1,0,0,0,0,0
1003094,0,2,0,0,0,13,5,91,4,224,0,0,0,0,0,1677,0,0,0,0,0,0,0,2,1,0,3
1003095,0,0,0,0,0,5,0,194,12,100,0,1,0,0,0,2358,1,3,0,0,4,0,1,0,0,0,4
1003096,0,0,1,3,0,5,1,61,2,78,0,2,0,0,1,839,0,0,0,1,0,1,0,1,0,0,0
1003097,0,1,0,1,0,6,0,100,0,127,1,1,0,0,0,1458,0,0,0,0,0,1,0,0,0,0,0
1003098,0,0,0,3,0,8,3,214,27,162,0,1,0,0,1,2252,1,0,0,0,0,1,0,0,0,0,2
1003099,0,1,0,0,0,0,1,74,3,52,0,0,0,0,0,877,0,0,0,0,0,0,0,0,0,0,1
1003100,0,12,0,1,1,4,8,306,12,105,0,2,0,0,0,2696,0,3,0,0,0,0,2,0,1,0,3
1003101,0,0,0,0,1,5,4,213,13,129,0,8,0,0,1,1984,0,1,0,0,2,1,0,0,1,0,2
1003102,1,4,0,0,0,2,0,87,2,67,0,1,0,2,0,930,0,0,1,0,0,2,1,0,0,0,0
1003103,0,9,1,1,0,1,0,46,0,95,0,1,0,1,1,1057,0,0,0,0,3,0,0,0,0,0,0
1003104,9,4,1,0,4,17,4,81,5,383,1,3,0,3,2,1424,5,1,2,3,0,3,2,4,0,0,1
1003106,0,1,0,0,0,5,2,108,1,89,0,0,0,0,1,630,0,1,0,0,0,0,0,0,0,0,1
1003107,0,1,1,0,0,2,4,90,6,225,1,1,0,0,0,1072,0,0,1,0,0,0,0,1,1,1,74
1003108,0,4,0,1,0,2,4,186,6,136,0,1,0,0,0,2529,2,1,3,0,0,0,0,0,0,0,0
1003109,0,1,1,2,0,0,2,55,5,49,0,2,0,1,0,1473,0,0,0,1,0,0,0,0,0,0,0
1003110,0,3,1,0,2,8,0,141,5,104,1,1,0,0,0,1839,0,0,0,0,1,0,0,0,1,1,2
1003111,1,3,0,0,1,5,0,53,4,95,0,1,0,1,0,884,0,0,4,0,0,2,0,1,0,1,3
1003112,0,2,0,0,0,1,1,22,4,161,0,1,0,0,0,720,0,0,0,0,0,0,0,0,0,0,1
1003113,0,2,0,0,0,11,0,80,21,217,1,5,0,0,0,1610,0,0,0,0,0,3,0,0,0,0,1
1003114,4,2,0,1,4,2,7,72,7,43,2,4,1,2,2,1078,4,2,2,6,1,0,4,4,2,2,5
1003115,0,0,0,3,0,6,1,98,8,111,1,4,0,1,0,1163,0,3,1,0,0,0,1,1,0,0,0
1003116,1,4,0,0,0,5,3,132,14,96,1,1,0,1,0,1964,0,1,0,1,0,0,1,0,0,0,0
1003117,1,1,0,0,0,5,14,229,15,26,0,4,0,0,1,993,0,4,1,0,2,2,0,0,0,0,5
1003118,0,1,0,0,0,6,8,66,9,38,0,3,0,1,0,474,0,1,0,1,0,2,0,0,0,0,0
1003119,0,2,3,0,0,8,0,51,7,93,0,0,0,11,0,918,2,0,0,1,0,0,13,4,1,0,2
1003120,0,0,0,0,0,1,2,52,0,15,0,1,0,0,0,614,0,0,0,0,0,1,0,0,0,0,2
1003121,2,2,0,0,0,4,13,428,26,77,0,6,0,0,0,2005,0,0,0,1,3,0,0,0,2,0,6
1003122,2,1,1,2,0,12,0,65,16,575,1,2,0,1,1,1714,1,2,0,0,0,0,0,0,0,0,2
1003123,4,3,1,0,0,2,9,301,16,54,0,2,0,1,0,2409,0,0,0,0,0,1,0,0,1,0,2
1003124,2,18,0,0,0,3,15,367,18,106,0,3,0,1,1,1921,0,0,1,0,1,1,1,1,0,0,6
1003125,2,3,0,1,0,1,6,101,3,68,1,1,0,0,0,1020,0,0,1,0,0,0,1,0,1,0,1
1003126,1,0,1,0,1,20,5,242,11,108,0,1,0,1,0,1565,1,0,0,1,0,2,0,0,0,0,2
1003127,0,1,2,0,0,3,6,196,6,37,0,0,1,2,0,1206,0,1,1,3,3,1,2,3,1,1,1
1003128,0,4,0,1,0,5,10,299,18,153,0,1,0,0,1,2064,1,1,1,0,2,1,0,1,0,0,7
1003129,2,0,0,2,0,6,3,52,2,69,1,0,1,0,1,987,1,0,0,0,0,0,1,1,0,0,6
1003130,1,3,0,0,0,0,1,96,2,23,0,1,0,0,0,852,1,0,0,0,1,0,0,1,0,0,1
1003131,0,0,0,0,0,5,1,95,7,37,0,0,0,0,0,616,0,1,0,1,0,0,0,0,0,0,0
1003132,1,5,0,1,0,7,3,181,3,57,0,2,0,0,0,1857,0,0,1,0,0,1,0,0,0,0,2
1003133,0,0,0,0,0,0,0,30,1,178,0,0,1,0,0,370,0,0,0,0,0,3,0,0,0,0,0
1003134,0,1,0,0,0,6,1,76,5,68,0,1,0,0,0,1401,1,1,0,1,0,0,1,0,0,0,1
1003135,0,1,1,0,0,5,0,56,5,413,0,1,0,9,0,1464,0,0,0,0,1,0,0,0,0,0,1
1003136,0,1,0,1,0,1,0,17,14,63,0,0,0,0,0,312,0,1,0,0,0,1,0,0,0,0,0
1003137,0,1,0,0,0,2,0,60,16,52,0,0,0,0,0,752,0,0,0,0,0,0,0,0,0,0,0
1003138,0,3,0,0,0,0,3,145,16,56,4,2,0,1,0,1034,0,0,0,0,0,0,0,0,0,0,7
1003139,0,1,0,0,1,4,2,112,25,188,0,3,0,0,0,1224,0,0,0,0,0,2,0,0,0,0,0
1003140,1,1,0,1,0,1,5,65,18,117,0,1,0,0,0,833,0,0,0,0,2,0,0,0,0,0,3
1003141,2,6,3,1,2,4,8,135,33,90,5,4,0,4,3,1117,3,1,0,3,1,2,2,3,2,1,4
1003142,1,1,0,0,0,15,2,91,10,240,0,0,1,0,1,1326,0,0,0,1,0,1,1,1,2,0,0
1003143,0,0,0,0,0,1,1,22,4,5,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0
1003144,0,4,0,0,0,3,3,235,17,65,1,3,0,1,0,1745,4,2,0,0,0,1,1,0,0,0,2
1003145,0,4,0,0,0,0,0,44,1,20,0,2,0,0,0,518,1,0,0,0,1,0,0,0,0,0,1
1003146,0,5,0,1,1,11,12,226,60,81,0,2,0,1,0,1951,0,1,0,0,0,1,0,0,1,0,5
1003147,0,2,0,0,0,2,0,37,4,42,0,1,0,0,0,666,0,0,0,0,0,0,0,0,0,0,1
1003148,1,2,0,1,0,3,3,242,9,60,0,5,0,0,1,1927,1,1,0,1,1,2,0,0,1,0,0
1003149,0,0,0,0,0,4,0,22,2,333,0,0,0,0,0,426,0,0,1,0,0,0,0,0,0,0,3
1003150,0,4,0,0,1,3,8,257,5,98,0,4,0,0,0,1628,1,2,1,0,1,0,0,1,1,0,3
1003151,0,1,0,1,0,3,0,76,11,676,0,2,0,0,1,1647,0,0,0,0,0,0,0,0,0,0,0
1003152,0,1,0,0,0,2,11,111,9,48,0,1,0,0,0,1110,0,1,0,1,0,2,0,0,0,0,4
1003153,0,0,0,1,0,3,1,74,8,49,0,3,0,0,0,817,3,0,0,0,0,0,0,0,0,0,5
1003154,0,0,1,0,0,0,3,114,7,14,0,3,1,0,0,648,0,1,0,0,0,1,0,0,0,0,3
1004001,7,8,8,5,0,25,3,246,5,360,2,2,1,21,0,2135,4,1,2,7,0,4,8,7,1,7,16
1004002,1,2,0,3,0,8,0,76,28,423,0,2,0,0,0,661,0,0,0,0,1,0,1,0,0,1,0
1004003,0,3,0,2,0,15,2,108,33,554,2,1,1,0,0,987,0,0,1,0,0,2,0,1,0,0,1
1004004,0,3,0,1,0,4,1,82,14,86,1,1,0,0,0,732,0,0,0,0,1,0,0,0,0,0,0
1004005,0,4,0,2,0,8,1,124,10,212,0,3,0,1,0,1081,0,0,0,1,0,0,0,0,0,0,2
1004006,1,2,1,1,1,9,3,126,19,163,2,2,0,0,0,1203,0,3,0,3,0,2,0,1,0,0,2
1004007,0,13,2,1,1,3,3,99,20,257,0,1,0,0,0,1211,0,0,0,0,0,2,0,0,0,1,4
1004008,1,0,1,0,0,6,0,53,12,384,0,3,0,0,0,889,0,0,0,0,0,0,0,0,0,0,1
1004009,1,5,0,0,0,2,1,67,3,280,0,0,0,0,0,629,0,0,0,0,0,1,0,0,0,0,3
1004010,0,10,0,0,0,7,0,83,16,265,0,1,0,0,0,635,0,0,0,0,0,0,0,0,0,0,2
1004011,0,0,1,0,0,11,2,71,9,569,0,1,0,0,0,644,0,0,0,0,1,0,0,0,1,0,0
1004012,0,7,1,1,0,0,0,80,12,316,0,0,0,0,0,731,0,0,0,0,0,2,0,0,0,0,4
1004013,0,2,0,0,0,6,1,103,14,316,0,0,0,0,0,980,0,0,3,0,0,2,0,0,0,0,4
1004014,0,3,1,0,1,6,0,121,14,262,1,4,0,0,0,1335,0,0,0,0,0,0,0,0,0,1,1
1004015,0,3,0,2,0,9,0,93,9,171,0,3,0,1,0,1023,0,0,0,1,0,0,0,0,0,0,2
1004016,0,1,0,1,0,8,2,71,41,592,0,2,0,0,0,794,0,0,2,0,0,1,0,0,0,0,13
1004017,0,11,0,1,0,16,1,142,24,291,0,0,0,0,0,1430,0,0,0,0,0,0,0,0,0,0,0
1004018,0,3,0,0,0,11,2,191,18,227,0,3,0,0,0,1435,0,0,0,0,2,0,0,0,1,0,1
1004019,1,0,1,1,0,5,1,77,19,230,2,3,0,0,0,1517,1,1,0,1,3,3,0,0,1,0,2
1004020,0,9,0,2,0,21,2,127,24,554,24,0,1,2,0,885,0,0,0,1,0,1,1,0,1,0,2
1004021,1,1,1,1,0,4,0,16,2,151,0,1,0,1,1,249,0,2,0,1,1,1,3,1,0,0,0
1004022,0,0,0,1,0,11,2,126,10,403,0,1,0,0,0,886,0,0,0,0,2,1,0,0,0,0,6
1004023,3,4,0,0,1,5,1,81,65,364,1,6,0,0,0,1077,1,0,0,0,0,1,0,1,0,0,20
1004024,0,0,0,0,0,9,1,45,4,202,0,1,3,0,0,464,1,0,0,0,0,0,0,1,0,0,2
1004025,0,1,1,0,0,11,6,284,22,213,4,7,0,0,0,978,0,2,0,0,0,0,0,0,0,0,7
1004026,0,2,0,1,0,2,0,21,6,440,0,0,0,1,0,390,1,0,0,1,0,0,0,1,0,0,1
1004027,0,0,0,0,0,12,0,76,6,387,0,1,0,0,0,644,0,0,0,0,1,1,0,0,0,0,1
1004028,0,3,0,1,0,10,1,112,6,316,0,1,0,0,0,1399,1,0,0,0,0,1,0,1,0,0,6
1004029,0,11,1,1,0,28,8,386,32,537,1,3,0,1,0,2902,1,0,0,0,3,8,0,0,1,1,10
1004030,1,8,0,1,0,7,0,34,14,414,0,1,0,0,0,541,0,0,0,0,0,0,1,0,0,0,0
1004031,1,13,0,1,0,8,0,39,1,299,15,2,0,0,1,500,1,1,0,2,0,2,1,1,0,0,1
1004032,0,1,0,1,0,2,1,86,7,130,0,1,0,0,0,1093,0,0,0,0,0,0,0,0,0,0,1
1004033,0,0,0,0,0,10,2,79,16,500,0,0,0,0,0,574,0,0,0,1,0,1,0,0,0,0,2
1004034,1,1,0,4,0,4,0,27,6,131,0,0,0,0,0,354,0,0,0,0,0,1,0,1,0,0,1
1004035,0,0,2,0,0,11,0,37,0,154,0,0,0,0,0,623,0,0,0,1,2,1,0,0,0,0,0
1004036,0,5,1,1,1,9,2,130,11,296,0,0,0,1,0,1359,0,3,0,2,2,0,0,0,0,0,1
